spot_name,index spot,weather,temperature,traffic_time,satisfaction
Verdun,2,1,22.8,24.5,2.0
Lasalle,3,1,22.8,24.5,6.0
Préfontaine,4,1,22.8,24.5,9.0
Boucherville,5,1,22.8,24.5,9.0
Taz,6,1,22.8,24.5,3.0
Spin,7,1,22.8,24.5,3.0
Saint Jérome,8,1,22.8,24.5,2.0
Saint Sauveur,9,1,22.8,24.5,2.0
Assomption,10,1,22.8,24.5,2.0
Benny,11,1,22.8,24.5,7.0
Dorval,12,1,22.8,24.5,7.0
Magog,13,1,22.8,24.5,2.0
Berthierville,14,1,22.8,24.5,2.0
Ahuntsic,0,3,16.0,34.2,6.0
VanHorne,1,3,16.0,34.2,4.0
Verdun,2,3,16.0,34.2,2.0
Lasalle,3,3,16.0,34.2,7.0
Préfontaine,4,3,16.0,34.2,5.0
Boucherville,5,3,16.0,34.2,5.0
Taz,6,3,16.0,34.2,1.0
Spin,7,3,16.0,34.2,1.0
Saint Jérome,8,3,16.0,34.2,7.0
Saint Sauveur,9,3,16.0,34.2,8.0
Assomption,10,3,16.0,34.2,8.0
Benny,11,3,16.0,34.2,5.0
Dorval,12,3,16.0,34.2,5.0
Magog,13,3,16.0,34.2,9.0
Berthierville,14,3,16.0,34.2,9.0
Ahuntsic,0,3,24.0,35.0,5.0
VanHorne,1,3,24.0,35.0,2.0
Verdun,2,3,24.0,35.0,2.0
Lasalle,3,3,24.0,35.0,5.0
Préfontaine,4,3,24.0,35.0,3.0
Boucherville,5,3,24.0,35.0,3.0
Taz,6,3,24.0,35.0,1.0
Spin,7,3,24.0,35.0,1.0
Saint Jérome,8,3,24.0,35.0,8.0
Saint Sauveur,9,3,24.0,35.0,9.0
Assomption,10,3,24.0,35.0,8.0
Benny,11,3,24.0,35.0,6.0
Dorval,12,3,24.0,35.0,6.0
Magog,13,3,24.0,35.0,9.0
Berthierville,14,3,24.0,35.0,9.0
Ahuntsic,0,3,29.6,7.5,6.0
VanHorne,1,3,29.6,7.5,2.0
Verdun,2,3,29.6,7.5,2.0
Lasalle,3,3,29.6,7.5,5.0
Préfontaine,4,3,29.6,7.5,5.0
Boucherville,5,3,29.6,7.5,5.0
Taz,6,3,29.6,7.5,1.0
Spin,7,3,29.6,7.5,1.0
Saint Jérome,8,3,29.6,7.5,8.0
Saint Sauveur,9,3,29.6,7.5,9.0
Assomption,10,3,29.6,7.5,8.0
Benny,11,3,29.6,7.5,6.0
Dorval,12,3,29.6,7.5,5.0
Magog,13,3,29.6,7.5,9.0
Berthierville,14,3,29.6,7.5,9.0
Ahuntsic,0,0,-14.0,12.0,0.0
VanHorne,1,0,-14.0,12.0,0.0
Verdun,2,0,-14.0,12.0,0.0
Lasalle,3,0,-14.0,12.0,0.0
Préfontaine,4,0,-14.0,12.0,0.0
Boucherville,5,0,-14.0,12.0,0.0
Taz,6,0,-14.0,12.0,7.0
Spin,7,0,-14.0,12.0,6.0
Saint Jérome,8,0,-14.0,12.0,0.0
Saint Sauveur,9,0,-14.0,12.0,0.0
Assomption,10,0,-14.0,12.0,0.0
Benny,11,0,-14.0,12.0,0.0
Dorval,12,0,-14.0,12.0,0.0
Magog,13,0,-14.0,12.0,0.0
Berthierville,14,0,-14.0,12.0,0.0
Ahuntsic,0,1,28.6,41.0,7.0
VanHorne,1,1,28.6,41.0,8.0
Verdun,2,1,28.6,41.0,2.0
Lasalle,3,1,28.6,41.0,6.0
Préfontaine,4,1,28.6,41.0,8.0
Boucherville,5,1,28.6,41.0,8.0
Taz,6,1,28.6,41.0,2.0
Spin,7,1,28.6,41.0,2.0
Saint Jérome,8,1,28.6,41.0,2.0
Saint Sauveur,9,1,28.6,41.0,1.0
Assomption,10,1,28.6,41.0,2.0
Benny,11,1,28.6,41.0,7.0
Dorval,12,1,28.6,41.0,7.0
Magog,13,1,28.6,41.0,1.0
Berthierville,14,1,28.6,41.0,2.0
